Year,State,City Or County,Latitude,Longitude
2014,North Carolina,Hope Mills,34.9704419,-78.9453056
2014,Pennsylvania,Philadelphia,39.9525839,-75.1652215
2014,Missouri,Saint Louis,38.6270025,-90.19940419999999
2014,Arkansas,Pine Bluff,34.2284312,-92.00319549999999
2014,Maine,Saco,43.5009176,-70.4428286
2014,Georgia,Sylvester,31.5307349,-83.8354542
2014,Illinois,Chicago,41.8781136,-87.6297982
2014,Pennsylvania,Braddock,40.4034024,-79.8683824
2014,New Jersey,Irvington,40.7263249,-74.22864349999999
2014,Tennessee,Memphis,35.1495343,-90.0489801
2014,Illinois,East Saint Louis,38.624514,-90.1506465
2014,Nevada,Las Vegas,36.1699412,-115.1398296
2014,Illinois,Chicago,41.8781136,-87.6297982
2014,California,Sacramento,38.5815719,-121.4943996
2014,Washington,Skyway,47.4924182,-122.2391064
2014,Connecticut,Stamford,41.0534302,-73.5387341
2014,District of Columbia,Washington,38.9071923,-77.0368707
2014,California,Pasadena,34.1477849,-118.1445155
2014,Illinois,Chicago,41.8781136,-87.6297982
2014,Texas,Spring,30.0799405,-95.41716009999999
2014,Rhode Island,Providence,41.8239891,-71.4128343
2014,Kentucky,Stopover,37.5159411,-82.09124
2014,California,San Bernardino,34.1083449,-117.2897652
2014,Florida,Miami,25.7616798,-80.1917902
2014,Missouri,Saint Louis,38.6270025,-90.19940419999999
2014,New York,Buffalo,42.88644679999999,-78.8783689
2014,Texas,Houston,29.7604267,-95.3698028
2014,Virginia,Norfolk,36.8507689,-76.28587259999999
2014,Oregon,Portland,45.5154586,-122.6793461
2014,Indiana,Indianapolis,39.768403,-86.158068
2014,Illinois,Centreville,38.5833842,-90.125109
2014,Virginia,Norfolk,36.8507689,-76.28587259999999
2014,Pennsylvania,Chester,39.849557,-75.3557457
2014,Kentucky,Lexington,38.0405837,-84.5037164
2014,Louisiana,New Orleans,29.95106579999999,-90.0715323
2014,Missouri,Saint Louis,38.6270025,-90.19940419999999
2014,California,Los Angeles,34.0522342,-118.2436849
2014,California,Antioch,38.0049214,-121.805789
2014,New York,Manhattan,40.7830603,-73.9712488
2014,California,San Diego,32.715738,-117.1610838
2014,Wisconsin,Milwaukee,43.0389025,-87.9064736
2014,Michigan,Detroit,42.331427,-83.0457538
2014,Massachusetts,Lowell,42.6334247,-71.31617179999999
2014,Florida,Miami,25.7616798,-80.1917902
2014,California,Windsor,38.5471327,-122.8163802
2014,District of Columbia,Washington,38.9071923,-77.0368707
2014,Tennessee,Memphis,35.1495343,-90.0489801
2014,Maryland,Seat Pleasant,38.8962231,-76.9066399
2014,Indiana,Kokomo,40.486427,-86.13360329999999
2014,Illinois,Park Forest,41.4914236,-87.6744891
2014,California,Los Angeles,34.0522342,-118.2436849
2014,New Jersey,Paterson,40.9167654,-74.17181099999999
2014,Alabama,Opp,31.2826685,-86.2555067
2014,South Carolina,Moncks Corner,33.1960027,-80.01313739999999
2014,Michigan,Oak Park,42.4594803,-83.18270509999999
2014,Illinois,Chicago,41.8781136,-87.6297982
2014,Georgia,Atlanta,33.7489954,-84.3879824
2014,Illinois,Chicago,41.8781136,-87.6297982
2014,Illinois,Chicago,41.8781136,-87.6297982
2014,California,Sacramento,38.5815719,-121.4943996
2014,California,San Bernardino,34.1083449,-117.2897652
2014,Ohio,Toledo,41.6528052,-83.5378674
2014,Michigan,Detroit,42.331427,-83.0457538
2014,South Carolina,Myrtle Beach,33.6890603,-78.8866943
2014,California,Goleta (Isla Vista),34.4133292,-119.8609718
2014,Louisiana,New Orleans,29.95106579999999,-90.0715323
2014,California,Bellflower,33.8816818,-118.1170117
2014,Texas,Dallas,32.7766642,-96.79698789999999
2014,Ohio,Sandusky,41.4561754,-82.71168209999999
2014,California,Coachella,33.6803003,-116.173894
2014,District of Columbia,Washington,38.9071923,-77.0368707
2014,Georgia,Atlanta,33.7489954,-84.3879824
2014,Illinois,Chicago,41.8781136,-87.6297982
2014,California,Sacramento,38.5815719,-121.4943996
2014,Tennessee,Memphis,35.1495343,-90.0489801
2014,Georgia,Stone Mountain,33.8081608,-84.17019599999999
2014,California,Sacramento,38.5815719,-121.4943996
2014,Georgia,Decatur,33.7748275,-84.2963123
2014,Illinois,Chicago,41.8781136,-87.6297982
2014,Colorado,Wheat Ridge,39.766098,-105.0772063
2014,Arkansas,Jonesboro,35.84229670000001,-90.704279
2014,Illinois,Chicago,41.8781136,-87.6297982
2014,Georgia,Kennesaw,34.0234337,-84.6154897
2014,New York,Troy,42.7284117,-73.69178509999999
2014,Tennessee,Memphis,35.1495343,-90.0489801
2014,California,Los Angeles,34.0522342,-118.2436849
2014,Illinois,Montgomery,41.730585,-88.3459048
2014,Florida,Tampa,27.950575,-82.4571776
2014,Illinois,Chicago,41.8781136,-87.6297982
2014,District of Columbia,Washington,38.9071923,-77.0368707
2014,Louisiana,New Orleans,29.95106579999999,-90.0715323
2014,Indiana,Richmond,39.8289369,-84.8902382
2014,Tennessee,Lookout Valley,34.9942422,-85.3494027
2014,Illinois,Rockford,42.2711311,-89.0939952
2014,Louisiana,New Orleans,29.95106579999999,-90.0715323
2014,Massachusetts,Springfield,42.1014831,-72.589811
2014,Oklahoma,Oklahoma City,35.4675602,-97.5164276
2014,Illinois,Chicago,41.8781136,-87.6297982
2014,Arizona,Phoenix,33.4483771,-112.0740373
2014,California,Fairfield,38.24935809999999,-122.0399663
2014,Texas,Fort Hood,31.1950013,-97.7413143
2014,Mississippi,Starkville,33.4503998,-88.81838719999999
2014,North Carolina,Charlotte,35.2270869,-80.8431267
2014,Texas,Arlington,32.735687,-97.10806559999999
2014,California,Long Beach,33.7700504,-118.1937395
2014,California,San Francisco,37.7749295,-122.4194155
2014,South Carolina,North Charleston,32.8771106,-80.0130514
2014,Texas,Beaumont,30.080174,-94.1265562
2014,Georgia,Waynesboro,33.0898731,-82.0156736
2014,New York,Brooklyn,40.6781784,-73.9441579
2014,Ohio,Fremont,41.3503303,-83.1218634
2014,Texas,Austin,30.267153,-97.7430608
2014,Illinois,Chicago,41.8781136,-87.6297982
2014,California,Richmond,37.9357576,-122.3477486
2014,South Carolina,Pelzer,34.6423372,-82.4559598
2014,Pennsylvania,Pittsburgh,40.44062479999999,-79.9958864
2014,Michigan,Detroit,42.331427,-83.0457538
2014,Virginia,Glade Spring,36.791225,-81.7712324
2014,California,Wilmington,33.7857948,-118.2643567
2014,Indiana,Indianapolis,39.768403,-86.158068
2014,California,Alturas,41.4871146,-120.5424555
2014,Texas,Fort Worth,32.7554883,-97.3307658
2014,Florida,Orange County,28.4844995,-81.2518833
2014,Florida,Jacksonville,30.3321838,-81.65565099999999
2014,Texas,Dallas,32.7766642,-96.79698789999999
2014,Indiana,Fort Wayne,41.079273,-85.1393513
2014,Nevada,Las Vegas,36.1699412,-115.1398296
2014,Indiana,Gary,41.6020403,-87.3371523
2014,California,Oakland,37.8043637,-122.2711137
2014,California,Stockton,37.9577016,-121.2907796
2014,Florida,Miami,25.7616798,-80.1917902
2014,Louisiana,New Orleans,29.95106579999999,-90.0715323
2014,Illinois,Chicago,41.8781136,-87.6297982
2014,Indiana,Franklin,39.4806055,-86.0549863
2014,North Carolina,Rocky Mount,35.9382103,-77.7905339
2014,Washington,Seattle,47.6062095,-122.3320708
2014,Illinois,Chicago,41.8781136,-87.6297982
2014,Florida,Belle Glade,26.6845104,-80.6675577
2014,New Jersey,Newark,40.735657,-74.1723667
2014,Virginia,Manassas,38.7509488,-77.47526669999999
2014,Oklahoma,Ardmore,34.1742611,-97.14362539999999
2014,Utah,Spanish Fork,40.114955,-111.654923
2014,California,Los Angeles,34.0522342,-118.2436849
2014,Michigan,Detroit,42.331427,-83.0457538
2014,Louisiana,Tallulah,32.4084765,-91.1867771
2014,Alabama,Huntsville,34.7303688,-86.5861037
2014,Illinois,Elgin,42.0354084,-88.2825668
2014,New York,Queens,40.7282239,-73.7948516
2014,Virginia,Norfolk,36.8507689,-76.28587259999999
2015,Louisiana,New Orleans,29.95106579999999,-90.0715323
2015,Tennessee,Jackson,35.6145169,-88.81394689999999
2015,Pennsylvania,Philadelphia,39.9525839,-75.1652215
2015,Florida,Jacksonville,30.3321838,-81.65565099999999
2015,Alabama,Mobile,30.6953657,-88.0398912
2015,California,San Leandro,37.7249296,-122.1560768
2015,Florida,Golden Glades,25.9130411,-80.2117322
2015,North Carolina,Wilmington,34.2103894,-77.8868117
2015,Florida,Miami (Goulds),25.5626072,-80.3822765
2015,California,Los Angeles,34.0522342,-118.2436849
2015,California,Huntington Beach,33.6594835,-117.9988026
2015,Georgia,Savannah,32.0808989,-81.091203
2015,Illinois,Lovejoy (Brooklyn),38.6586617,-90.16594309999999
2015,Maryland,Baltimore,39.2903848,-76.6121893
2015,Pennsylvania,Pittsburgh (Mount Oliver),40.4114802,-79.98500899999999
2015,Ohio,Cincinnati (Fairmount),39.127837,-84.553555
2015,Louisiana,Raceland,29.7274331,-90.5989759
2015,Nebraska,Omaha,41.2565369,-95.9345034
2015,California,San Bernardino,34.1083449,-117.2897652
2015,Georgia,Savannah,32.0808989,-81.091203
2015,Illinois,Kankakee,41.1200325,-87.8611531
2015,Colorado,Colorado Springs,38.8338816,-104.8213634
2015,California,Sacramento,38.5815719,-121.4943996
2015,South Carolina,Horry (county),33.9196567,-78.9288242
2015,Ohio,Columbus,39.9611755,-82.99879419999999
2015,Minnesota,Minneapolis,44.977753,-93.2650108
2015,Texas,Brownsville,25.9017472,-97.4974838
2015,Washington,Seattle,47.6062095,-122.3320708
2015,New York,Newburgh,41.5034271,-74.0104178
2015,South Carolina,North Charleston,32.8771106,-80.0130514
2015,Illinois,Chicago,41.8781136,-87.6297982
2015,Louisiana,New Orleans,29.95106579999999,-90.0715323
2015,Maryland,Baltimore,39.2903848,-76.6121893
2015,Pennsylvania,Pittsburgh,40.44062479999999,-79.9958864
2015,California,Fresno,36.7377981,-119.7871247
2015,Alabama,Cedar Bluff,34.2200942,-85.6077402
2015,Texas,Tennessee Colony,31.8354447,-95.8388504
2015,Pennsylvania,Philadelphia,39.9525839,-75.1652215
2015,Pennsylvania,Johnstown,40.32674069999999,-78.9219698
2015,Florida,Jacksonville,30.3321838,-81.65565099999999
2015,Indiana,Indianapolis,39.768403,-86.158068
2015,Iowa,Des Moines,41.5868353,-93.6249593
2015,Michigan,Warren,42.5144566,-83.01465259999999
2015,Colorado,Denver,39.7392358,-104.990251
2015,California,Bakersfield,35.3732921,-119.0187125
2015,Florida,Jacksonville,30.3321838,-81.65565099999999
2015,South Carolina,Pendleton,34.6517733,-82.7837514
2015,Louisiana,Houma,29.5957696,-90.71953479999999
2015,Texas,Fort Worth,32.7554883,-97.3307658
2015,Indiana,Evansville,37.9715592,-87.5710898
2015,North Carolina,Four Oaks,35.4448836,-78.4269489
2015,Arizona,Phoenix,33.4483771,-112.0740373
2015,District of Columbia,Washington,38.9071923,-77.0368707
2015,South Carolina,Bamberg,33.2971012,-81.0348202
2015,Tennessee,Nashville,36.1626638,-86.7816016
2015,Illinois,Calumet City,41.6155909,-87.5294871
2015,Louisiana,New Orleans,29.95106579999999,-90.0715323
2015,Indiana,Elkhart,41.6819935,-85.9766671
2015,Florida,Fort Myers,26.640628,-81.8723084
2015,Georgia,Decatur,33.7748275,-84.2963123
2015,Tennessee,Memphis,35.1495343,-90.0489801
2015,North Carolina,Charlotte,35.2270869,-80.8431267
2015,Illinois,Peoria,40.6936488,-89.5889864
2015,Arizona,Flagstaff,35.1982836,-111.651302
2015,Maryland,Baltimore,39.2903848,-76.6121893
2015,Maryland,Baltimore,39.2903848,-76.6121893
2015,Oregon,Roseburg,43.216505,-123.3417381
2015,Ohio,Cincinnati (Evanston),39.1405079,-84.47239
2015,Illinois,Chicago,41.8781136,-87.6297982
2015,Illinois,Chicago,41.8781136,-87.6297982
2015,Ohio,Dayton,39.7589478,-84.1916069
2015,Georgia,Greenville,33.0287373,-84.7129848
2015,Illinois,Chicago,41.8781136,-87.6297982
2015,Missouri,Kansas City,39.0997265,-94.5785667
2015,Illinois,Danville,40.124481,-87.6300207
2015,Illinois,Chicago,41.8781136,-87.6297982
2015,Louisiana,Shreveport,32.5251516,-93.7501789
2015,Florida,Fort Myers,26.640628,-81.8723084
2015,Georgia,Norcross,33.9412127,-84.2135309
2015,Pennsylvania,Philadelphia,39.9525839,-75.1652215
2015,Illinois,Chicago,41.8781136,-87.6297982
2015,Oklahoma,Tulsa,36.1539816,-95.99277500000001
2015,Indiana,Indianapolis,39.768403,-86.158068
2015,South Dakota,Geddes,43.253604,-98.6953601
2015,Michigan,Albion,42.243097,-84.7530304
2015,New Jersey,Newark,40.735657,-74.1723667
2015,Florida,Ocala,29.1871986,-82.14009229999999
2015,Louisiana,Shreveport,32.5251516,-93.7501789
2015,New York,Rochester,43.15657789999999,-77.6088465
2015,Minnesota,Minneapolis,44.977753,-93.2650108
2015,Minnesota,Minneapolis,44.977753,-93.2650108
2015,North Carolina,Charlotte,35.2270869,-80.8431267
2015,Minnesota,Excelsior (Greenwood),44.9149631,-93.5532896
2015,Georgia,Berlin,31.06824409999999,-83.623778
2015,Illinois,Chicago,41.8781136,-87.6297982
2015,Indiana,Gary,41.6020403,-87.3371523
2015,Colorado,Denver,39.7392358,-104.990251
2015,North Carolina,Charlotte,35.2270869,-80.8431267
2015,Florida,Daytona Beach,29.2108147,-81.0228331
2015,Nevada,Las Vegas,36.1699412,-115.1398296
2015,Missouri,Columbia,38.9517053,-92.3340724
2015,Tennessee,Memphis,35.1495343,-90.0489801
2015,Tennessee,Bristol,36.5951059,-82.18874439999999
2015,Texas,Tyler,32.3512601,-95.30106239999999
2015,New York,Brooklyn,40.6781784,-73.9441579
2015,California,Salinas,36.6777372,-121.6555013
2015,Illinois,Chicago,41.8781136,-87.6297982
2015,Minnesota,Minneapolis (Brooklyn Center),45.076076,-93.3327283
2015,Florida,West Palm Beach,26.7153424,-80.0533746
2015,Louisiana,New Orleans,29.95106579999999,-90.0715323
2015,California,Modesto,37.63909719999999,-120.9968782
2015,Florida,Orlando (Pine Hills),28.5577794,-81.4534046
2015,New Mexico,Roswell,33.3942655,-104.5230242
2015,North Carolina,Durham,35.9940329,-78.898619
2015,Ohio,Cincinnati,39.1031182,-84.5120196
2015,Texas,Grulla (La Grulla),26.2695148,-98.64724559999999
2015,New York,Rochester,43.15657789999999,-77.6088465
2015,Texas,Fort Worth,32.7554883,-97.3307658
2015,Illinois,Chicago,41.8781136,-87.6297982
2015,South Carolina,Bennettsville,34.6173803,-79.68478139999999
2015,Pennsylvania,Pittsburgh,40.44062479999999,-79.9958864
2015,California,Los Angeles,34.0522342,-118.2436849
2015,South Carolina,Orangeburg,33.4918203,-80.8556476
2015,California,Long Beach,33.7700504,-118.1937395
2015,Mississippi,Forest,32.3645888,-89.47423479999999
2015,Michigan,Detroit,42.331427,-83.0457538
2015,Missouri,Kansas City,39.0997265,-94.5785667
2015,North Carolina,Gastonia,35.262082,-81.18730049999999
2015,Arkansas,Blytheville,35.9272953,-89.9189753
2015,Texas,Houston,29.7604267,-95.3698028
2015,Vermont,Barre (Berlin),44.1970055,-72.50204939999999
2015,South Carolina,Columbia,34.0007104,-81.0348144
2015,Missouri,Saint Louis,38.6270025,-90.19940419999999
2015,New York,Brooklyn,40.6781784,-73.9441579
2015,New York,Brooklyn,40.6781784,-73.9441579
2015,Maryland,Baltimore,39.2903848,-76.6121893
2015,Illinois,Chicago,41.8781136,-87.6297982
2015,Georgia,Savannah,32.0808989,-81.091203
2015,Illinois,Chicago,41.8781136,-87.6297982
2015,Florida,Orlando,28.5383355,-81.3792365
2015,Pennsylvania,Pittsburgh,40.44062479999999,-79.9958864
2015,Illinois,Rockford,42.2711311,-89.0939952
2015,Missouri,Kansas City,39.0997265,-94.5785667
2015,Louisiana,New Orleans,29.95106579999999,-90.0715323
2015,Virginia,Hopewell,37.3043154,-77.28720009999999
2015,Pennsylvania,Erie,42.12922409999999,-80.085059
2015,Louisiana,Lafayette,30.2240897,-92.0198427
2015,Missouri,Saint Louis,38.6270025,-90.19940419999999
2015,Georgia,Suwanee,34.0514898,-84.0712997
2015,Florida,Miami Gardens,25.9420377,-80.2456045
2015,New York,Bronx,40.8447819,-73.8648268
2015,Virginia,Suffolk,36.7282054,-76.5835621
2015,Kentucky,Louisville,38.2526647,-85.7584557
2015,North Carolina,Rocky Mount,35.9382103,-77.7905339
2015,California,San Diego,32.715738,-117.1610838
2015,California,Santa Paula,34.3541659,-119.0592705
2015,Oregon,Salem,44.9428975,-123.0350963
2015,Louisiana,Baton Rouge,30.4514677,-91.18714659999999
2015,Illinois,Chicago,41.8781136,-87.6297982
2015,Ohio,Cincinnati (Westwood),39.1486303,-84.5903367
2015,Tennessee,Chattanooga,35.0456297,-85.3096801
2015,Texas,Dallas,32.7766642,-96.79698789999999
2015,Georgia,Atlanta,33.7489954,-84.3879824
2015,Maryland,Baltimore,39.2903848,-76.6121893
2015,Ohio,Cleveland,41.49932,-81.6943605
2015,Michigan,Detroit,42.331427,-83.0457538
2015,South Carolina,Holly Hill,33.3226624,-80.41370370000001
2015,Missouri,Saint Louis,38.6270025,-90.19940419999999
2015,California,Norwalk,33.9022367,-118.081733
2015,California,Stockton,37.9577016,-121.2907796
2015,Illinois,River Forest,41.8939617,-87.81984779999999
2015,New Jersey,Jersey City,40.7177545,-74.0431435
2015,Ohio,Cleveland,41.49932,-81.6943605
2015,Maryland,Baltimore,39.2903848,-76.6121893
2015,Louisiana,Shreveport,32.5251516,-93.7501789
2015,Indiana,Fort Wayne,41.079273,-85.1393513
2015,New Jersey,East Orange,40.767323,-74.2048677
2015,District of Columbia,Washington,38.9071923,-77.0368707
2015,Kentucky,Louisville,38.2526647,-85.7584557
2015,Massachusetts,Pittsfield,42.4500845,-73.2453824
2015,New York,Syracuse,43.0481221,-76.14742439999999
2015,Texas,San Antonio,29.4241219,-98.49362819999999
2015,Indiana,Indianapolis,39.768403,-86.158068
2015,Florida,Opa Locka,25.9023168,-80.25032709999999
2015,Michigan,Detroit,42.331427,-83.0457538
2015,Illinois,Venice,38.6722727,-90.169832
2015,Delaware,Harrington,38.9237244,-75.5777033
2015,Massachusetts,Taunton,41.900101,-71.0897674
2015,Michigan,Detroit,42.331427,-83.0457538
2015,New York,New York (Manhattan),40.7830603,-73.9712488
2015,Pennsylvania,Philadelphia,39.9525839,-75.1652215
2015,Pennsylvania,Pittsburgh (Wilkinsburg),40.4417355,-79.8819942
2015,Kentucky,Lexington,38.0405837,-84.5037164
2015,North Carolina,Morven,34.8640437,-80.0011724
2015,Michigan,Detroit,42.331427,-83.0457538
2015,Pennsylvania,Philadelphia,39.9525839,-75.1652215
2015,Rhode Island,Woonsocket,42.00287609999999,-71.51478390000001
2015,South Carolina,Charleston,32.7764749,-79.93105120000001
2015,Florida,Miami Gardens,25.9420377,-80.2456045
2015,New York,Brooklyn,40.6781784,-73.9441579
2015,New Jersey,Camden,39.9259463,-75.1196199
2015,Oklahoma,Tulsa,36.1539816,-95.99277500000001
2015,Missouri,Saint Louis,38.6270025,-90.19940419999999
2015,Georgia,Fayetteville,33.4487257,-84.4549262
2015,Oklahoma,Oklahoma City,35.4675602,-97.5164276
2015,Georgia,Milledgeville,33.0801429,-83.2320991
2015,New York,Bronx,40.8447819,-73.8648268
2015,Ohio,Columbus,39.9611755,-82.99879419999999
2015,Florida,Allapattah,25.8003154,-80.22655449999999
2015,Connecticut,Bridgeport,41.1792258,-73.1894384
2015,Texas,Houston,29.7604267,-95.3698028
2015,California,Los Angeles,34.0522342,-118.2436849
2015,Missouri,Saint Louis,38.6270025,-90.19940419999999
2015,Montana,Deer Lodge,46.3990941,-112.7383721
2015,New York,Buffalo,42.88644679999999,-78.8783689
2015,Illinois,Chicago,41.8781136,-87.6297982
2015,Iowa,Davenport,41.5236437,-90.5776367
2015,Louisiana,New Orleans,29.95106579999999,-90.0715323
2015,New York,Wyandanch,40.7539878,-73.360398
2015,Ohio,Cleveland,41.49932,-81.6943605
2015,Maryland,Springdale,38.9376113,-76.8388602
2015,Connecticut,New Haven,41.308274,-72.9278835
2015,Georgia,Conyers,33.6676103,-84.01769039999999
2015,California,San Diego,32.715738,-117.1610838
2015,Nebraska,Omaha,41.2565369,-95.9345034
2015,Illinois,Chicago,41.8781136,-87.6297982
2015,Pennsylvania,Chester,39.849557,-75.3557457
2015,Louisiana,New Orleans,29.95106579999999,-90.0715323
2015,Illinois,Decatur,39.8403147,-88.9548001
2015,Massachusetts,Brockton,42.0834335,-71.0183787
2015,Michigan,Flint,43.0125274,-83.6874562
2015,Alabama,Montgomery,32.3792233,-86.3077368
2015,Missouri,Saint Louis,38.6270025,-90.19940419999999
2015,California,Fresno,36.7377981,-119.7871247
2015,Maryland,Baltimore,39.2903848,-76.6121893
2015,Missouri,Kinloch,38.7406065,-90.3253922
2015,Florida,Miami,25.7616798,-80.1917902
2015,Texas,Waco,31.549333,-97.1466695
2015,Wisconsin,Milwaukee,43.0389025,-87.9064736
2015,New York,Rochester,43.15657789999999,-77.6088465
2015,Maryland,Baltimore,39.2903848,-76.6121893
2015,Maryland,Capitol Heights,38.8851122,-76.9158068
2015,Arizona,Tucson,32.2226066,-110.9747108
2015,Ohio,Cleveland,41.49932,-81.6943605
2015,New Jersey,Jersey City,40.7177545,-74.0431435
2015,New Jersey,Newark,40.735657,-74.1723667
2015,Ohio,Cincinnati,39.1031182,-84.5120196
